id,title,privacy,likes,views,comments,timestamp
4839790,Parent-Teacher Conferences 101,private,84,18104,44,Sun Oct 13 09:16:54 2015
4839791,MRSA: Do We Need to Worry?,private,84,2599,40,Mon Oct 14 09:16:55 2015
4839792,"Lose Weight, Add Clothes!",public,110,8925,31,Tue Oct 15 06:16:00 2015
4839793,Food Baby Costumes for Halloween,public,99,12569,17,Wed Oct 16 09:14:01 2015
4839794,Pumpkin-Free Jack O' Lanterns,private,131,16243,45,Thu Oct 17 07:16:02 2015
4839795,Tombstone Cookies for Halloween,public,57,6350,31,Fri Oct 18 09:16:03 2015
4839796,Protect Your Baby from SIDS with an Egg,private,124,8966,43,Sat Oct 19 09:16:04 2015
4839797,Trick-or-Treating: How Young is Too Young?,public,148,17895,42,Sun Oct 20 09:16:05 2015
4839798,HGTV's Handyman Anthony Gilardi Answers Your Home Repair Questions,public,23,16564,11,Wed Oct 02 09:14:06 2015
4839799,Funniest TV Commercials for Moms,private,47,14853,15,Thu Oct 03 07:16:07 2015
4839800,Parent-Teacher Conferences 101,private,119,15660,38,Fri Oct 04 09:16:08 2015
4839801,"Rise in Kidney Stones in Kids, A Salt Connection",private,69,2364,3,Sat Oct 05 09:16:09 2015
4839802,Big Baby! When Older Kids Regress,public,95,9840,8,Sun Oct 06 09:16:10 2015
4839803,8 Reasons to Try Prenatal Yoga,public,61,14720,31,Mon Oct 07 09:16:11 2015
4839804,One-Pot Wednesdays: Cashew Chicken,private,171,6933,39,Tue Oct 08 06:16:12 2015
4839805,New Widget--Gotta Get It,public,73,13363,16,Wed Oct 09 09:14:13 2015
4839806,Cool Ideas for the Nursery,private,78,1629,41,Thu Oct 10 07:16:14 2015
4839807,Dunkin' Donuts or Starbucks?,public,97,2719,37,Fri Oct 11 09:16:15 2015
4839808,Sex Books for Hump Day,private,115,14972,40,Sat Oct 12 09:16:16 2015
4839809,Lindsay Lohan is Ugly on Ugly Betty and Other News,public,38,1207,11,Sun Oct 13 09:16:17 2015
4839810,Last-Minute Halloween Decorating Ideas,private,98,19118,33,Mon Oct 14 10:17:18 2015
4839811,Nicole Richie Makes Cute Jewelry,private,106,16253,36,Tue Oct 15 07:17:19 2015
4839812,Design Deals: Kumquat Coasters,private,67,2488,3,Wed Oct 16 10:15:20 2015
4839813,Got a Milk Allergy? Drink More Milk,public,164,6795,48,Thu Oct 17 08:17:21 2015
4839814,The Color Red Revs His Engine,public,67,13466,8,Fri Oct 18 10:17:22 2015
4839815,They Don't Make Insults Like They Used To,private,78,13279,5,Sat Oct 19 10:17:23 2015
4839816,What to Wear to a Rock Show,private,127,13031,17,Sun Oct 20 10:17:24 2015
4839817,A Balanced Dinner is Possible,public,100,7608,6,Wed Oct 02 10:15:25 2015
4839818,New Sippy--Mom Tested and Approved,private,110,12209,38,Thu Oct 03 08:17:26 2015
4839819,Kids Making Mischief--And Doing Some Damage,private,148,3927,40,Fri Oct 04 10:17:27 2015
4839820,Say It Ain't So Joaquin!,private,95,4328,44,Sat Oct 05 10:17:28 2015
4839821,Say It Ain't So Joaquin!,public,95,8810,9,Sun Oct 06 10:17:29 2015
4839822,Beauty Nostalgia: I Love Love's Baby Soft!,public,77,13845,9,Mon Oct 07 10:17:30 2015
4839823,Celebrity Buzz on CafeMom,public,38,10600,9,Tue Oct 08 07:17:31 2015
4839824,Cute Sayings Around the House?,private,76,9919,45,Wed Oct 09 10:15:32 2015
4839825,The Secret to a Well-Behaved Baby,public,67,12940,20,Thu Oct 10 08:17:33 2015
4839826,Help for Baby Eczema,private,123,4066,31,Fri Oct 11 10:17:34 2015
4839827,Is Your Kid's Candy Safe?,public,116,6658,41,Sat Oct 12 10:17:35 2015
4839828,My Skin is So Itchy,private,75,14756,49,Sun Oct 13 10:17:36 2015
4839829,Recycled Crayons: Easy Handmade Holiday Gifts,private,98,19808,27,Mon Oct 14 10:17:37 2015
4839830,The First Family Pet,public,49,19632,18,Tue Oct 15 07:17:38 2015
4839831,Christmas in the Time of the Crunch,private,113,4152,20,Wed Oct 16 10:15:39 2015
4839832,The Circus: A Bad Thing?,public,112,1285,12,Thu Oct 17 08:17:40 2015
4839833,Vote for the Sexiest Movie President!,private,102,5073,2,Fri Oct 18 10:17:41 2015
4839834,Too Much Weight Gain Can Mean a Heavy Baby,private,83,11115,16,Sat Oct 19 10:17:42 2015
4839835,Who Will Be President When Your Baby Is Born?,private,122,5845,18,Sun Oct 20 10:17:43 2015
4839836,Inspiration for Baby Names,public,115,3061,19,Wed Oct 02 10:15:44 2015
4839837,Hair They Are: Great Leave-In Conditioners,private,54,10208,46,Thu Oct 03 08:17:45 2015
4839838,Time for Change -- Literally,private,162,14750,49,Fri Oct 04 10:17:46 2015
4839839,Apple Cider: How Do You Like It?,public,64,17398,28,Sat Oct 05 10:17:47 2015
4839840,How to Make a Perfect Baby,public,92,10021,29,Sun Oct 06 10:17:48 2015
4839841,Day of the Dead Celebrations,private,62,3629,23,Mon Oct 07 10:17:49 2015
4839842,Things to Do If You Stay Home on Halloween,private,88,11497,5,Tue Oct 08 07:17:50 2015
4839843,Unsafe Candy Warning,public,88,2558,12,Wed Oct 09 10:15:51 2015
4839844,30 Rock New Season Tonight!,public,111,3048,29,Thu Oct 10 08:17:52 2015
4839845,Chocolate Skulls in Three Flavors,public,20,9442,1,Fri Oct 11 10:17:53 2015
4839846,Good Stuff for Your Dog on Halloween,public,128,8904,32,Sat Oct 12 10:17:54 2015
4839847,"Pink, Johnny Cash and The Cure",public,27,12034,21,Sun Oct 13 10:17:55 2015
4839848,When Your Daughter Wears Your Clothes,private,132,2924,48,Mon Oct 14 10:17:00 2015
4839849,Nose Picking,public,172,10087,41,Tue Oct 15 07:17:01 2015
4839850,Punish a Nose Picker?,public,106,19196,38,Wed Oct 16 10:15:02 2015
4839851,What Would You Ask a 500-Pound Woman Named Ruby?,public,22,9079,5,Thu Oct 17 08:17:03 2015
4839852,Denis Leary Apologizes for Autism Comment,private,62,20665,31,Fri Oct 18 10:17:04 2015
4839853,Inspiration: Breakfast at Tiffany's,public,126,17132,49,Sat Oct 19 10:17:05 2015
4839854,What Your Halloween Costume Says About You,public,78,11440,35,Sun Oct 20 10:17:06 2015
4839855,Madagascar 2 Giveaway: Check It Out,private,56,9352,0,Wed Oct 02 10:15:07 2015
4839856,These Halloween Costumes are Making Me Hungry!,private,122,10679,38,Thu Oct 03 08:17:08 2015
4839857,Who Says Americans Don't Know Their Geography?,private,111,2130,29,Fri Oct 04 10:17:09 2015
4839858,Pre-Election Showdown—Obama or McCain?,private,125,13190,39,Sat Oct 05 10:17:10 2015
4839859,Sleep Longer Tonight!,private,84,6016,18,Sun Oct 06 10:17:11 2015
4839860,How Soon Did You Exercise After Giving Birth?,private,66,16387,22,Mon Oct 07 10:18:12 2015
4839861,"Vote, Baby Mamas, Vote!",public,72,10042,10,Tue Oct 08 07:18:13 2015
4839862,Nicole Kidman and Her Baby!,private,78,19459,32,Wed Oct 09 10:16:14 2015
4839863,Middle School ""Spirit Day"" Becomes Day of Bigotry,private,120,4229,29,Thu Oct 10 08:18:15 2015
4839864,Joe the Plumber has Country Music Plans,private,83,8539,16,Fri Oct 11 10:18:16 2015
4839865,Bloody Marys for Halloween (Or Anytime),public,73,20812,6,Sat Oct 12 10:18:17 2015
4839866,"Weekend Lust List: All About Hair Color (Hair Down There, Too)",public,87,16345,24,Sun Oct 13 10:18:18 2015
4839867,Peanut Allergy Advice Turnaround?,private,68,11858,12,Mon Oct 14 10:18:19 2015
4839868,Light Drinking During Pregnancy May Be OK,public,106,11310,29,Tue Oct 15 07:18:20 2015
4839869,A Music Video for All Moms,public,71,1689,6,Wed Oct 16 10:16:21 2015
4839870,"Get Your Fix: Grey's Anatomy, 90210 Updates",private,68,20635,40,Thu Oct 17 08:18:22 2015
4839871,Handmade Birch Tree With Birdie,private,108,9502,23,Fri Oct 18 10:18:23 2015
4839872,Item Swap,public,111,9666,18,Sat Oct 19 10:18:24 2015
4839873,How to Wear Boots Over Jeans: Trick to the Tuck,public,86,11517,4,Sun Oct 20 10:18:25 2015
4839874,Show Your Scary Halloween Houses!,private,105,12907,29,Wed Oct 02 10:16:26 2015
4839875,10 Ideas for Birth Announcements,public,128,15618,33,Thu Oct 03 08:18:27 2015
4839876,First Lady Fashion,private,52,15875,7,Fri Oct 04 10:18:28 2015
4839877,Crossing Party Lines for Style,private,29,17935,7,Sat Oct 05 10:18:29 2015
4839878,This Dude's Cornea is 123 Years Old,public,27,3163,11,Sun Oct 06 10:18:30 2015
4839879,Got a Candy Hangover?,private,84,18786,16,Mon Oct 07 10:18:31 2015
4839880,Balms That Are the Bomb!,private,98,13392,31,Tue Oct 08 07:18:32 2015
4839881,Turn That Frown Upside Down,private,133,5175,24,Wed Oct 09 10:16:33 2015
4839882,Everything's Coming Up Rubies,public,39,8248,22,Thu Oct 10 08:18:34 2015
4839883,Fish Pedicure: Would You Dare?,public,98,5084,16,Fri Oct 11 10:18:35 2015
4839884,What Do Vegans Eat?,private,131,15687,48,Sat Oct 12 10:18:36 2015
4839885,"Can't Sleep, Clowns Will Eat Me",private,98,1442,21,Sun Oct 13 10:18:37 2015
4839886,Get Fit with Gwyneth,private,86,7858,5,Mon Oct 14 10:18:38 2015
4839887,What to Do With Leftover Halloween Candy?,private,36,14262,20,Tue Oct 15 07:18:39 2015
4839888,Election Day Cookies,private,35,16487,10,Wed Oct 16 10:16:40 2015
4839889,Candy-Induced Weekend: Links Sweet Links,private,68,4779,26,Thu Oct 17 08:18:41 2015
4839890,Bee-Ware of Unsafe Halloween Candy.,private,75,9909,44,Fri Oct 18 10:18:42 2015
4839891,You Can Drink Your Veggies,private,88,3232,11,Sat Oct 19 10:18:43 2015
4839892,Date My Daughter Permission Slip! Funny!,private,121,10094,27,Sun Oct 20 10:18:44 2015
4839893,Your Home Could Be Featured Here: Show & Tell,private,121,10509,43,Wed Oct 02 10:16:45 2015
4839894,Weekend Entertainment Round-Up,public,22,10671,10,Thu Oct 03 08:18:46 2015
4839895,Do You Know Your Teen's Friends?,public,49,12552,38,Fri Oct 04 10:18:47 2015
4839896,I Want Candy for Breakfast,private,125,17076,25,Sat Oct 05 10:18:48 2015
4839897,Would You Eat a Purple Tomato?,private,62,14029,29,Sun Oct 06 10:18:49 2015
4839898,"LOL Weekend Links: Cake Wrecks, Hangover Theatre",private,96,5058,40,Mon Oct 07 10:18:50 2015
4839899,America's Next Top Model: Who Got the Boot?,public,82,3511,16,Tue Oct 08 07:18:51 2015
4839900,Final Days: Student Palin Supporter Called Racist,private,46,6008,5,Wed Oct 09 10:16:52 2015
4839901,Dysfunctional Family Holiday Letter Generator,private,73,13662,13,Thu Oct 10 08:18:53 2015
4839902,Giving Birth on.... Election Day!,private,129,7689,23,Fri Oct 11 10:18:54 2015
4839903,The 2009 White House: How Will the New President Redecorate?,private,125,16485,49,Sat Oct 12 10:18:55 2015
4839904,Should Smokers be Allowed to be Parents?,private,45,17955,27,Sun Oct 13 10:18:00 2015
4839905,Do you Ab Fab?,public,135,9759,33,Mon Oct 14 10:18:01 2015
4839906,Porn for Women: Men Cleaning the House,public,129,6085,22,Tue Oct 15 07:18:02 2015
4839907,It's My Birthday: Wishful Wish Listing,public,127,10944,35,Wed Oct 16 10:16:03 2015
4839908,5 More Friends: Leonardo's New PSA,public,109,1896,19,Thu Oct 17 08:18:04 2015
4839909,If I Ran for President...,private,65,20259,10,Fri Oct 18 10:18:05 2015
4839910,Installing Your Baby's Car Seat,public,94,9214,13,Sat Oct 19 11:19:06 2015
4839911,Run Like a Marathon Mom,public,89,3413,43,Sun Oct 20 11:19:07 2015
4839912,Presidential Kids,private,134,8783,27,Wed Oct 02 11:17:08 2015
4839913,Must Read Books for Fashionistas and the Fashion Challenged,private,116,17807,35,Thu Oct 03 09:19:09 2015
4839914,A Happy Election Night at Home,private,65,13403,42,Fri Oct 04 11:19:10 2015
4839915,Election-Themed Cocktails Go Down Easy,public,76,10423,9,Sat Oct 05 11:19:11 2015
4839916,Election Divides Some Mothers and Daughters,public,118,14923,38,Sun Oct 06 11:19:12 2015
4839917,Does Presidential Candidates' Health Affect How You'll Vote?,public,97,9422,49,Mon Oct 07 11:19:13 2015
4839918,GO VOTE + 10 Ways to Party Politically From Home,public,89,14570,0,Tue Oct 08 08:19:14 2015
4839919,John McCain on SNL Links,public,89,11671,42,Wed Oct 09 11:17:15 2015
4839920,How to Throw An Election Night Party,private,141,15067,44,Thu Oct 10 09:19:16 2015
4839921,Voting Booths and Toddlers,private,118,3097,12,Fri Oct 11 11:19:17 2015
4839922,Move Over Tina Fey--3 Year Old Sarah Palin,public,123,2386,27,Sat Oct 12 11:19:18 2015
4839923,Makeup Remover: What's Best for Your Eyes,public,143,16076,26,Sun Oct 13 11:19:19 2015
4839924,Mascara: What's Best for Your Lashes?,private,125,7923,42,Mon Oct 14 11:19:20 2015
4839925,The Truth About False Eyelashes,private,94,4816,20,Tue Oct 15 08:19:21 2015
4839926,When Does Morning Sickness Begin?,private,177,15030,49,Wed Oct 16 11:17:22 2015
4839927,CVS Introduces Beauty 360,private,141,5873,31,Thu Oct 17 09:19:23 2015
4839928,Reading Is Fashionable: RIF,private,116,5796,27,Fri Oct 18 11:19:24 2015
4839929,FREE Professional Advice on Your Home Repair Questions,public,86,8943,31,Sat Oct 19 11:19:25 2015
4839930,Get Out the Vote!,public,104,19930,28,Sun Oct 20 11:19:26 2015
4839931,Boys In the Restroom With Mom,private,104,6213,20,Wed Oct 02 11:17:27 2015
4839932,Is Preschool Necessary?,public,18,2212,9,Thu Oct 03 09:19:28 2015
4839933,Voting is Fashionable,public,59,11055,24,Fri Oct 04 11:19:29 2015
4839934,Why Voting Is Fashionable,public,146,18606,38,Sat Oct 05 11:19:30 2015
4839935,Kids in the Voting Booth,public,120,8942,12,Sun Oct 06 11:19:31 2015
4839936,Wallpaper for Kids (draft),public,158,11251,47,Mon Oct 07 11:19:32 2015
4839937,Wallpaper Craze: Not Your Mother's Wallpaper,private,87,17942,6,Tue Oct 08 08:19:33 2015
4839938,Treating Your Baby's Cold,private,25,15289,3,Wed Oct 09 11:17:34 2015
4839939,3 Ways Women Can Have Orgasms,private,99,17174,49,Thu Oct 10 09:19:35 2015
4839940,Drive Carefully on Election Day,private,66,17162,14,Fri Oct 11 11:19:36 2015
4839941,The Prettiest Nursing Tops I've Seen,public,38,18964,3,Sat Oct 12 11:19:37 2015
4839942,I Made a Baby With Brad Pitt!,private,60,7396,36,Sun Oct 13 11:19:38 2015
4839943,"Careful, Your Home Decor May End Up in a Comic Strip",private,56,4093,46,Mon Oct 14 11:19:39 2015
4839944,Free Ice Cream on Election Day!,public,79,17764,31,Tue Oct 15 08:19:40 2015
4839945,Cute Turkey Cookies for Thanksgiving,public,146,17320,34,Wed Oct 16 11:17:41 2015
4839946,Tired of Politics? Escape into a Movie!,public,51,9601,14,Thu Oct 17 09:19:42 2015
4839947,Toddler Caught You Having Sex?,public,66,16244,32,Fri Oct 18 11:19:43 2015
4839948,Spider Bite or Just a Scratch?,public,58,18053,5,Sat Oct 19 11:19:44 2015
4839949,Best and Worst Presidential Parents,public,46,1485,8,Sun Oct 20 11:19:45 2015
4839950,Voting is...Sexy.,public,40,5814,3,Wed Oct 02 11:17:46 2015
4839951,Make Your Voice Heard Today--Literally!,public,109,13448,31,Thu Oct 03 09:19:47 2015
4839952,Best Pumpkin Pie Recipe of All Time?,private,74,17060,3,Fri Oct 04 11:19:48 2015
4839953,Gwen Stefani vs. Nicole Richie,public,89,15202,36,Sat Oct 05 11:19:49 2015
4839954,The Best Maternity Jeans,private,167,8965,42,Sun Oct 06 11:19:50 2015
4839955,Bringing Sexy Back to the White House! Vote for Your Favorite Movie President!,public,153,18850,48,Mon Oct 07 11:19:51 2015
4839956,What's the Worst Dinner You Ever Made?,public,76,19890,5,Tue Oct 08 08:19:52 2015
4839957,Baby Gear: A Diaper Alternative,public,79,19660,32,Wed Oct 09 11:17:53 2015
4839958,How To Wear a Scarf,public,106,16210,38,Thu Oct 10 09:19:54 2015
4839959,Dye Your Hair Naturally...With Tea,private,83,11560,34,Fri Oct 11 11:19:55 2015
4839960,What's a Push Present?,private,83,14341,25,Sat Oct 12 11:20:00 2015
4839961,More Fun With Wallpaper: Small Projects,public,47,11013,34,Sun Oct 13 11:20:01 2015
4839962,Missing Children: Up the Odds They'll Find Yours,private,88,6920,6,Mon Oct 14 11:20:02 2015
4839963,Music and Puppets Help Babies During Check-Ups,public,92,18402,18,Tue Oct 15 08:20:03 2015
4839964,Does Your Baby Have Allergies?,private,76,6711,15,Wed Oct 16 11:18:04 2015
4839965,Election Day Jitters? Chill Out and Have Good Laugh!,public,103,18956,36,Thu Oct 17 09:20:05 2015
4839966,Gourds: Making People and Birds Happy,private,72,7275,12,Fri Oct 18 11:20:06 2015
4839967,What Your Zits Say About You,public,96,11813,19,Sat Oct 19 11:20:07 2015
4839968,Are You Finding Out the Sex?,private,53,1399,20,Sun Oct 20 11:20:08 2015
4839969,Waiting Two Hours Could Reduce C-Sections,private,97,13097,17,Wed Oct 02 11:18:09 2015
4839970,Dealing with Mean Girls,private,84,3880,21,Thu Oct 03 09:20:10 2015
4839971,Rain Could Cause Autism,public,32,18379,10,Fri Oct 04 11:20:11 2015
4839972,Win a Free Baby Blanket of Your Choice!,private,104,3319,24,Sat Oct 05 11:20:12 2015
4839973,Toddler Ninja versus The Monster,public,144,20098,35,Sun Oct 06 11:20:13 2015
4839974,When Your Candidate Didn't Win,private,70,20073,29,Mon Oct 07 11:20:14 2015
4839975,Election Bubbles Draft,public,124,11490,23,Tue Oct 08 08:20:15 2015
4839976,Barack Obama's Favorite Foods,public,75,18770,0,Wed Oct 09 11:18:16 2015
4839977,One-Pot Wednesdays: Pot Roast,public,60,19593,3,Thu Oct 10 09:20:17 2015
4839978,Michael Stars Maternity Tees,private,36,13327,5,Fri Oct 11 11:20:18 2015
4839979,Michelle Obama's Dress: Yay or Nay?,private,144,15705,49,Sat Oct 12 11:20:19 2015
4839980,Taking Kids to Live Shows,public,112,19477,10,Sun Oct 13 11:20:20 2015
4839981,Find Local Playspaces -- and Meet Other Moms,public,60,15660,4,Mon Oct 14 11:20:21 2015
4839982,15 Healthy Snacks for Pregnant Gals,private,144,6641,49,Tue Oct 15 08:20:22 2015
4839983,What Song Takes You Back to a Happy Time in Your Life?,public,83,17295,12,Wed Oct 16 11:18:23 2015
4839984,HGTV's Anthony Gilardi Answers Your Home Repair Questions,private,85,4366,30,Thu Oct 17 09:20:24 2015
4839985,Working Moms: The Childless Boss,public,151,14777,46,Fri Oct 18 11:20:25 2015
4839986,Design Deals - Pretty Pears for Your Home,public,111,7514,44,Sat Oct 19 11:20:26 2015
4839987,vinyl wall decals (draft),public,81,1925,37,Sun Oct 20 11:20:27 2015
4839988,Sale! Isabella Oliver Maternity Clothing,public,121,15271,27,Wed Oct 02 11:18:28 2015
4839989,Ideas for Cute Maternity Shirts,public,112,13789,29,Thu Oct 03 09:20:29 2015
4839990,"Whatever, Martha!: TV Home Show Keeps It All in the Family",public,71,16837,31,Fri Oct 04 11:20:30 2015
4839991,A Slow Economy Might Speed Up Weight Gain,private,123,17141,40,Sat Oct 05 11:20:31 2015
4839992,Belli Skincare,public,117,14988,26,Sun Oct 06 11:20:32 2015
4839993,What to Wear to a Job Interview,private,20,2250,5,Mon Oct 07 11:20:33 2015
4839994,Say No to Violence Against Women with Nicole Kidman,public,40,18924,12,Tue Oct 08 08:20:34 2015
4839995,How To Do a Lap Dance,private,69,4380,6,Wed Oct 09 11:18:35 2015
4839996,The Cookie Diet,private,41,10665,32,Thu Oct 10 09:20:36 2015
4839997,DRAFT Ask a Real CafeMOM Doctor or Nurse Your Most Pressing Questions,public,45,3795,5,Fri Oct 11 11:20:37 2015
4839998,New Info on Whooping Cough,public,68,20450,20,Sat Oct 12 11:20:38 2015
4839999,Pediatrician Visits: BYO Toys!,public,36,16280,12,Sun Oct 13 11:20:39 2015
4840000,Help! My Baby is Teething,public,81,11767,38,Mon Oct 14 11:20:40 2015
4840001,How to Start a Cake Business,public,53,18777,24,Tue Oct 15 08:20:41 2015
4840002,Sarah Palin Wins! (On eBay),private,58,17915,24,Wed Oct 16 11:18:42 2015
4840003,Feel-Good Tees in Times of Change,private,15,3315,9,Thu Oct 17 09:20:43 2015
4840004,Feel-Good Tees in Times of Change,private,96,2223,2,Fri Oct 18 11:20:44 2015
4840005,Madagascar Winners!,private,112,14716,48,Sat Oct 19 11:20:45 2015
4840006,A Stepmom's Struggle,private,70,13555,40,Sun Oct 20 11:20:46 2015
4840007,Secret Sales: Get Designer Clothing on the Cheap,public,90,16147,2,Wed Oct 02 11:18:47 2015
4840008,Michael Critchon Dies at 66,public,65,20834,22,Thu Oct 03 09:20:48 2015
4840009,Baby's Favorite Books,private,94,8019,25,Fri Oct 04 11:20:49 2015
4840010,Overprotective? Grandparents Keep Kids Safest,private,37,11772,0,Sat Oct 05 12:21:50 2015
4840011,Celebrity Links: Trainer on The BIggest Loser is a Real Loser,public,155,12788,41,Sun Oct 06 12:21:51 2015
4840012,Alone Time for Mom--Is It Possible?,public,119,15529,17,Mon Oct 07 12:21:52 2015
4840013,A (Funny!) Chat with the Author of The Unexpected When You're Expecting,private,88,17558,44,Tue Oct 08 09:21:53 2015
4840014,Getting Real with Alison Sweeney!,private,84,10710,20,Wed Oct 09 12:19:54 2015
4840015,Hot or Not? Paula Deen's New Cookbook for Kids,public,110,2751,30,Thu Oct 10 10:21:55 2015
4840016,Make Your Baby a Good Eater,private,18,16402,16,Fri Oct 11 12:21:00 2015
4840017,411 on Sweeping the Membranes,public,48,2064,13,Sat Oct 12 12:21:01 2015
4840018,No-Fail Sugar Cookie Recipe From a Cookie Expert,private,122,15776,25,Sun Oct 13 12:21:02 2015
4840019,Perfect Pumpkin Muffins,private,146,3217,45,Mon Oct 14 12:21:03 2015
4840020,Colorado - The Skinniest State!,public,57,13036,40,Tue Oct 15 09:21:04 2015
4840021,"Keep Warm, Wear Less",public,78,4550,37,Wed Oct 16 12:19:05 2015
4840022,Teacup Candles: Easy Handmade Holiday Gifts,private,59,7800,11,Thu Oct 17 10:21:06 2015
4840023,Good Stuff for the Weekend,private,17,8041,4,Fri Oct 18 12:21:07 2015
4840024,Surprising Scent that Turns Women On,public,132,4929,34,Sat Oct 19 12:21:08 2015
4840025,The Quick Love Handle Work Out,private,89,20347,27,Sun Oct 20 12:21:09 2015
4840026,Can Your First Grader Read?,private,156,12940,43,Wed Oct 02 12:19:10 2015
4840027,Are Your Tots Brats? How to Tell,public,138,11593,47,Thu Oct 03 10:21:11 2015
4840028,Barack Obama Baby Naming Frenzy,public,35,13890,12,Fri Oct 04 12:21:12 2015
4840029,Great Fixes For Tarnished Jewelry,public,80,4593,11,Sat Oct 05 12:21:13 2015
4840030,What Should Michelle Obama Wear to the Inauguration?,public,108,14186,12,Sun Oct 06 12:21:14 2015
4840031,Exercises That Just Aren't Worth Doing,public,178,12381,45,Mon Oct 07 12:21:15 2015
4840032,Frugal Living: Save Money Now,public,123,16192,22,Tue Oct 08 09:21:16 2015
4840033,Why You Need Vitamin D,private,75,10459,4,Wed Oct 09 12:19:17 2015
4840034,Angelina Jolie Does It: Get Started on Wii Fit,private,136,5756,46,Thu Oct 10 10:21:18 2015
4840035,Grandma Takes Better Care of Your Kids,private,53,11637,16,Fri Oct 11 12:21:19 2015
4840036,Do You Eat Enough Fruits and Veggies?,private,97,4700,17,Sat Oct 12 12:21:20 2015
4840037,Sneaky Ways to Get More Fruits and Veggies,private,73,2960,14,Sun Oct 13 12:21:21 2015
4840038,Diet Coke and Mentos Experiment: Thank You Mythbusters!,public,83,17295,27,Mon Oct 14 12:21:22 2015
4840039,Frugal Living Is Hard (LOL),private,41,9079,27,Tue Oct 15 09:21:23 2015
4840040,Pop Culture Talk with a Mom Blogger,private,51,9818,16,Wed Oct 16 12:19:24 2015
4840041,Guilty Pleasure TV: What's Your Secret Shame?,private,85,3301,14,Thu Oct 17 10:21:25 2015
4840042,Twinkies Now in Diet-Size Portions,public,52,10512,1,Fri Oct 18 12:21:26 2015
4840043,Would You Get a Tummy Tuck?,public,81,20558,42,Sat Oct 19 12:21:27 2015
4840044,Dame Magazine: Best Books,public,58,8331,25,Sun Oct 20 12:21:28 2015
4840045,Does Your Baby do Chores?,public,59,5412,1,Wed Oct 02 12:19:29 2015
4840046,Losing the Baby Weight,public,141,17866,43,Thu Oct 03 10:21:30 2015
4840047,How Baby Daddies Bond,public,93,12894,6,Fri Oct 04 12:21:31 2015
4840048,What to Do When Baby Bites,public,120,4228,29,Sat Oct 05 12:21:32 2015
4840049,what sign does,private,74,16178,30,Sun Oct 06 12:21:33 2015
4840050,The Secret to Soothing Your Child,private,79,12733,30,Mon Oct 07 12:21:34 2015
4840051,Crazy Baby Products!,private,19,1624,1,Tue Oct 08 09:21:35 2015
4840052,Teaching to the Test: The Worst or Not So Bad?,private,128,11431,20,Wed Oct 09 12:19:36 2015
4840053,My Son is in Love with Me,public,78,2017,25,Thu Oct 10 10:21:37 2015
4840054,The New Beauty and the Beast: Starlets Who Date Down!,public,53,19821,19,Fri Oct 11 12:21:38 2015
4840055,Small Big Boys: The Height Issue,public,51,3531,12,Sat Oct 12 12:21:39 2015
4840056,Girl Runs for Homecoming...King,public,48,8942,23,Sun Oct 13 12:21:40 2015
4840057,"Friday Freebies: Oooh, Goodie!",private,63,11643,49,Mon Oct 14 12:21:41 2015
4840058,Flower Names for Girls -- Pick One!,public,34,10761,9,Tue Oct 15 09:21:42 2015
4840059,Q&A with Ruby: The 500-Pound Reality TV Star,public,97,2370,26,Wed Oct 16 12:19:43 2015
4840060,The Best Movie Jerks,public,149,10779,39,Thu Oct 17 10:22:44 2015
4840061,Kitchen Gadgets Take Over,public,166,4295,47,Fri Oct 18 12:22:45 2015
4840062,Home Alone! What's a Mom to Do? (evergreen post),private,101,15041,49,Sat Oct 19 12:22:46 2015
4840063,5 Pregnancy Health Myths,public,51,12311,33,Sun Oct 20 12:22:47 2015
4840064,Crazy Makeup & Kids Stories,private,57,10813,16,Wed Oct 02 12:20:48 2015
4840065,Makeup That Talks?,private,138,7277,35,Thu Oct 03 10:22:49 2015
4840066,Beauty Machine: One Click Away from Beautiful,public,114,3697,25,Fri Oct 04 12:22:50 2015
4840067,ADHD--Are Head Injuries to Blame?,public,120,7056,47,Sat Oct 05 12:22:51 2015
4840068,6 Steps to Winterize Your Skin,public,99,3438,28,Sun Oct 06 12:22:52 2015
4840069,Chubby Cheeks Make You Look Younger,private,147,10726,47,Mon Oct 07 12:22:53 2015
4840070,Toy Catalog Time,private,74,10338,44,Tue Oct 08 09:22:54 2015
4840071,Thanksgiving Turkey: No Time? Don't Brine,public,63,5567,4,Wed Oct 09 12:20:55 2015
4840072,Must See Movies: Whassup this Weekend?,public,33,10027,12,Thu Oct 10 10:22:00 2015
4840073,"The More Belly Pics, the Merrier!",private,98,12079,27,Fri Oct 11 12:22:01 2015
4840074,How to Occupy Your Toddler,private,61,9694,12,Sat Oct 12 12:22:02 2015
4840075,Eco-friendly Weekend Lust List,private,58,18873,19,Sun Oct 13 12:22:03 2015
4840076,Easy Pumpkin Cheesecake With Gingersnap Crust,private,99,16287,12,Mon Oct 14 12:22:04 2015
4840077,Brunch Recipes for the Weekend: French Toast,private,87,20200,28,Tue Oct 15 09:22:05 2015
4840078,Superbugs Like MRSA on the Rise,public,92,1467,34,Wed Oct 16 12:20:06 2015
4840079,Hand Sanitizers: Good or Bad?,private,73,11757,23,Thu Oct 17 10:22:07 2015
4840080,What Really Causes Miscarriage,private,33,2584,9,Fri Oct 18 12:22:08 2015
